qc_id,match/rank id,specimen id,lat (y),long (x),icon_url
"0",DR14,3110Q128,-25.516619,-54.651094,./0.png
"1",DR14,1852Q9,-23.4337065,-46.7224873,./0.png
"2",DR14,4487Q16,-22.320628,-49.071292,./0.png
"3",DR14,4271-2015-Q1,-23.4968133,-46.7457966,./0.png
"4",DR14,Telemaco Borba,-24.3279198,-50.6683004,./0.png
