qc_id,match/rank id,specimen id,lat (y),long (x),icon_url
"0",DR01,9278-2017-Q2AQ2D,-21.194333,-50.438333,./0.png
"1",DR01,3110Q60,-25.516619,-54.651094,./0.png
"2",DR01,4487Q5,-22.320628,-49.071292,./0.png
