qc_id,match/rank id,specimen id,lat (y),long (x),icon_url
"0",DR11,3131Q17,-25.516619,-54.651094,./0.png
"1",DR11,4487Q25,-22.320628,-49.071292,./0.png
"2",DR11,5567-2016-Q1,-23.7777807,-46.5258464,./0.png
